orderid,orderdate
23657,20-08-2015
23658,07-01-2016
23659,07-08-2016
23660,26-10-2016
23661,24-08-2016
23662,13-11-2015
23663,11-12-2016
23664,08-06-2014
23665,10-04-2015
23666,14-09-2014
23667,30-05-2014
23668,06-08-2015
23669,01-05-2015
23670,16-04-2014
23671,06-06-2016
23672,02-01-2017
23673,31-01-2015
23674,31-03-2016
23675,24-12-2015
23676,30-05-2014
23677,01-01-2016
23678,12-12-2015
23679,24-10-2014
23680,23-07-2016
23681,18-02-2015
23682,17-06-2015
23683,28-03-2015
23684,19-08-2016
23685,31-07-2015
23686,19-02-2015
23687,25-09-2015
23688,04-01-2017
23689,30-05-2015
23690,10-04-2015
23691,23-07-2015
23692,30-06-2016
23693,14-10-2014
23694,26-06-2014
23695,10-12-2016
23696,18-06-2016
23697,20-08-2014
23698,04-06-2015
23699,22-03-2016
23700,16-01-2015
23701,27-02-2017
23702,06-10-2016
23703,14-11-2016
23704,21-04-2014
23705,28-09-2015
23706,09-08-2015
23707,13-06-2016
23708,03-06-2016
23709,11-10-2014
23710,30-04-2014
23711,05-10-2015
23712,12-08-2015
23713,05-02-2015
23714,13-09-2015
23715,14-01-2016
23716,15-08-2016
23717,13-05-2016
23718,02-03-2017
23719,23-11-2016
23720,16-11-2016
23721,06-07-2015
23722,01-09-2016
23723,07-08-2016
23724,09-09-2014
23725,18-06-2014
23726,15-03-2017
23727,28-05-2016
23728,25-02-2016
23729,21-04-2014
23730,13-04-2016
23731,30-03-2015
23732,01-06-2016
23733,09-03-2017
23734,22-03-2015
23735,17-04-2015
23736,22-04-2015
23737,17-10-2016
23738,18-04-2016
23739,05-12-2016
23740,20-04-2016
23741,31-10-2016
23742,21-12-2016
23743,17-06-2015
23744,05-02-2015
23745,13-08-2014
23746,12-06-2016
23747,14-10-2015
23748,11-11-2015
23749,19-11-2016
23750,13-07-2015
23751,05-02-2015
23752,09-05-2014
23753,16-09-2014
23754,05-06-2015
23755,29-04-2016
23756,06-12-2016
23757,26-05-2016
23758,08-10-2014
23759,30-10-2014
23760,10-11-2014
23761,21-03-2017
23762,22-09-2015
23763,20-12-2016
23764,06-04-2014
23765,04-06-2016
23766,02-01-2015
23767,13-12-2014
23768,21-04-2015
23769,26-04-2014
23770,28-02-2015
23771,12-10-2016
23772,05-08-2014
23773,15-09-2015
23774,22-08-2014
23775,28-01-2016
23776,02-05-2015
23777,20-05-2014
23778,29-04-2014
23779,30-06-2016
23780,02-12-2015
23781,17-02-2016
23782,28-08-2014
23783,02-05-2015
23784,31-01-2017
23785,07-05-2016
23786,28-08-2015
23787,12-01-2015
23788,14-06-2015
23789,06-12-2014
23790,25-08-2014
23791,04-12-2016
23792,16-04-2016
23793,15-08-2016
23794,21-11-2015
23795,18-09-2015
23796,22-06-2015
23797,07-12-2015
23798,19-04-2015
23799,27-07-2016
23800,10-10-2015
23801,15-11-2016
23802,08-05-2014
23803,06-09-2014
23804,13-10-2016
23805,20-09-2016
23806,06-11-2015
23807,22-04-2014
23808,09-08-2014
23809,28-02-2016
23810,11-09-2016
23811,19-05-2015
23812,02-04-2016
23813,30-04-2015
23814,05-03-2017
23815,21-02-2015
23816,21-12-2014
23817,08-08-2016
23818,13-10-2015
23819,30-01-2017
23820,05-07-2014
23821,01-10-2014
23822,21-02-2017
23823,26-07-2015
23824,14-10-2014
23825,31-05-2016
23826,07-02-2015
23827,09-12-2014
23828,24-03-2015
23829,02-08-2016
23830,16-04-2016
23831,05-10-2014
23832,26-06-2016
23833,25-01-2016
23834,26-03-2016
23835,09-02-2016
23836,12-03-2015
23837,24-05-2015
23838,24-11-2016
23839,11-07-2015
23840,11-07-2014
23841,26-01-2016
23842,30-06-2016
23843,21-10-2015
23844,10-07-2015
23845,18-01-2015
23846,03-06-2016
23847,10-05-2015
23848,18-02-2016
23849,13-10-2014
23850,02-08-2015
23851,16-08-2015
23852,24-11-2014
23853,08-07-2016
23854,23-05-2014
23855,24-06-2014
23856,07-05-2014
23857,15-04-2016
23858,24-11-2016
23859,10-04-2016
23860,27-01-2016
23861,21-04-2014
23862,23-07-2016
23863,16-06-2016
23864,14-11-2016
23865,31-12-2016
23866,27-06-2014
23867,23-06-2014
23868,25-06-2014
23869,04-06-2014
23870,14-08-2015
23871,08-04-2014
23872,24-09-2014
23873,16-02-2016
23874,05-09-2015
23875,28-12-2016
23876,10-08-2016
23877,05-12-2014
23878,26-10-2016
23879,24-06-2014
23880,23-07-2014
23881,22-09-2014
23882,05-08-2015
23883,05-08-2014
23884,19-04-2016
23885,01-01-2015
23886,26-02-2016
23887,22-06-2014
23888,22-04-2016
23889,17-07-2015
23890,20-10-2016
23891,06-05-2014
23892,10-07-2014
23893,05-08-2015
23894,16-02-2017
23895,12-04-2016
23896,30-06-2015
23897,14-02-2016
23898,11-07-2016
23899,02-09-2015
23900,19-10-2015
23901,27-02-2015
23902,03-10-2016
23903,09-07-2015
23904,06-04-2015
23905,16-07-2014
23906,31-12-2015
23907,12-07-2015
23908,26-11-2014
23909,06-04-2015
23910,04-09-2015
23911,19-04-2014
23912,21-03-2016
23913,02-02-2016
23914,02-08-2015
23915,14-09-2016
23916,22-10-2016
23917,25-11-2015
23918,19-08-2014
23919,20-12-2016
23920,22-08-2015
23921,27-01-2015
23922,12-05-2015
23923,06-02-2016
23924,14-10-2015
23925,09-08-2016
23926,21-03-2016
23927,19-08-2015
23928,22-06-2014
23929,17-10-2014
23930,22-06-2016
23931,07-09-2015
23932,29-07-2016
23933,25-07-2015
23934,27-03-2016
23935,16-10-2014
23936,03-08-2014
23937,04-05-2014
23938,12-11-2014
23939,30-09-2015
23940,06-03-2015
23941,20-06-2016
23942,22-04-2014
23943,01-12-2016
23944,04-02-2016
23945,25-10-2014
23946,04-07-2014
23947,01-03-2015
23948,28-11-2016
23949,16-02-2015
23950,30-06-2016
23951,01-05-2016
23952,11-05-2014
23953,10-01-2015
23954,13-11-2014
23955,14-08-2016
23956,28-08-2016
23957,01-04-2017
23958,14-06-2016
23959,31-10-2015
23960,15-11-2014
23961,14-06-2015
23962,02-08-2016
23963,05-08-2014
23964,05-07-2014
23965,06-10-2016
23966,06-10-2015
23967,12-10-2014
23968,16-11-2016
23969,28-05-2014
23970,04-09-2016
23971,23-08-2015
23972,13-08-2014
23973,16-12-2015
23974,18-09-2015
23975,22-05-2014
23976,15-01-2017
23977,22-08-2014
23978,15-04-2014
23979,19-12-2014
23980,16-08-2015
23981,25-02-2015
23982,29-07-2014
23983,15-06-2015
23984,25-01-2016
23985,02-06-2016
23986,17-02-2016
23987,19-11-2014
23988,13-01-2015
23989,26-07-2015
23990,05-03-2015
23991,08-12-2014
23992,31-01-2016
23993,16-11-2015
23994,29-11-2014
23995,11-05-2015
23996,19-03-2016
23997,19-07-2014
23998,16-04-2015
23999,26-02-2016
24000,25-04-2014
24001,10-11-2016
24002,30-10-2016
24003,20-07-2014
24004,13-07-2016
24005,20-01-2016
24006,26-12-2015
24007,21-06-2016
24008,25-06-2015
24009,18-09-2014
24010,21-01-2015
24011,21-11-2016
24012,23-09-2014
24013,14-05-2014
24014,19-09-2015
24015,02-09-2016
24016,12-05-2014
24017,22-02-2015
24018,26-12-2016
24019,14-07-2014
24020,16-12-2015
24021,07-04-2014
24022,25-10-2016
24023,12-05-2016
24024,12-12-2014
24025,21-06-2014
24026,18-11-2016
24027,22-02-2015
24028,03-05-2016
24029,07-11-2015
24030,03-05-2014
24031,16-12-2014
24032,23-03-2016
24033,23-02-2017
24034,10-02-2015
24035,19-11-2016
24036,18-02-2016
24037,22-02-2016
24038,20-08-2016
24039,02-05-2016
24040,18-12-2015
24041,26-06-2014
24042,17-11-2016
24043,04-08-2014
24044,15-04-2014
24045,22-08-2015
24046,10-02-2015
24047,10-03-2015
24048,15-07-2015
24049,21-05-2016
24050,05-05-2016
24051,20-01-2016
24052,24-01-2015
24053,02-03-2017
24054,11-07-2015
24055,30-08-2015
24056,05-12-2016
24057,23-04-2015
24058,03-01-2015
24059,06-03-2017
24060,25-06-2014
24061,12-03-2017
24062,21-06-2014
24063,04-03-2017
24064,01-04-2015
24065,06-03-2017
24066,26-05-2015
24067,31-10-2014
24068,08-06-2015
24069,26-03-2015
24070,03-08-2016
24071,07-07-2014
24072,25-07-2016
24073,18-03-2016
24074,14-08-2014
24075,12-11-2015
24076,24-03-2016
24077,07-04-2016
24078,07-01-2017
24079,07-10-2016
24080,10-05-2014
24081,04-10-2016
24082,31-12-2016
24083,03-09-2015
24084,23-06-2015
24085,16-01-2017
24086,25-12-2014
24087,07-09-2015
24088,09-02-2016
24089,19-06-2016
24090,07-09-2016
24091,23-11-2016
24092,14-12-2016
24093,13-11-2014
24094,19-07-2015
24095,05-09-2014
24096,02-04-2015
24097,04-01-2017
24098,21-04-2014
24099,15-12-2015
24100,31-03-2017
24101,26-03-2016
24102,17-03-2015
24103,11-02-2017
24104,29-11-2015
24105,29-10-2016
24106,28-01-2016
24107,27-09-2015
24108,12-05-2014
24109,27-01-2017
24110,03-11-2014
24111,24-01-2016
24112,06-01-2015
24113,16-01-2015
24114,27-02-2016
24115,26-09-2015
24116,18-08-2014
24117,22-05-2016
24118,08-08-2014
24119,22-10-2015
24120,27-11-2014
24121,10-10-2015
24122,23-12-2014
24123,11-04-2016
24124,04-01-2015
24125,24-12-2015
24126,09-03-2015
24127,23-05-2016
24128,14-02-2017
24129,03-06-2016
24130,02-03-2017
24131,11-12-2015
24132,11-08-2015
24133,15-05-2014
24134,03-07-2016
24135,30-10-2016
24136,13-03-2016
24137,06-07-2014
24138,24-07-2016
24139,21-08-2015
24140,19-01-2017
24141,10-04-2015
24142,14-02-2016
24143,03-02-2016
24144,12-10-2015
24145,22-12-2015
24146,07-02-2015
24147,02-05-2015
24148,28-11-2015
24149,18-12-2016
24150,08-06-2016
24151,11-12-2014
24152,03-08-2016
24153,27-05-2014
24154,20-10-2015
24155,10-08-2014
24156,07-04-2014
24157,16-09-2016
24158,01-07-2015
24159,25-05-2016
24160,13-06-2015
24161,19-01-2017
24162,22-09-2014
24163,12-07-2014
24164,06-05-2014
24165,28-10-2014
24166,08-04-2015
24167,27-06-2014
24168,27-08-2016
24169,19-05-2015
24170,03-06-2014
24171,24-08-2015
24172,26-08-2014
24173,27-02-2017
24174,03-02-2015
24175,08-06-2015
24176,07-01-2016
24177,05-12-2016
24178,26-07-2016
24179,15-08-2015
24180,15-12-2015
24181,04-02-2015
24182,10-07-2014
24183,16-11-2014
24184,26-12-2016
24185,27-07-2016
24186,20-10-2015
24187,20-10-2015
24188,18-03-2015
24189,24-10-2015
24190,05-03-2017
24191,04-03-2017
24192,24-03-2017
24193,10-05-2015
24194,09-06-2016
24195,10-02-2015
24196,25-01-2017
24197,13-09-2016
24198,07-05-2014
24199,13-10-2015
24200,14-07-2014
24201,20-05-2015
24202,20-02-2017
24203,25-11-2016
24204,04-05-2014
24205,07-08-2014
24206,10-11-2015
24207,14-08-2015
24208,12-02-2015
24209,16-09-2014
24210,18-11-2015
24211,04-07-2015
24212,02-02-2016
24213,27-03-2015
24214,26-11-2016
24215,29-11-2014
24216,10-05-2016
24217,21-09-2016
24218,18-08-2014
24219,01-09-2015
24220,26-02-2016
24221,07-10-2015
24222,23-06-2016
24223,29-11-2014
24224,01-05-2016
24225,28-10-2015
24226,28-12-2014
24227,04-12-2016
24228,08-04-2015
24229,12-04-2016
24230,03-08-2015
24231,21-08-2014
24232,16-07-2016
24233,18-10-2015
24234,09-06-2015
24235,18-01-2015
24236,09-03-2017
24237,05-07-2015
24238,08-11-2016
24239,31-03-2016
24240,04-04-2015
24241,24-08-2014
24242,08-03-2017
24243,09-01-2016
24244,17-02-2017
24245,12-08-2014
24246,03-07-2015
24247,02-03-2015
24248,07-10-2014
24249,14-06-2016
24250,05-06-2016
24251,25-04-2016
24252,15-08-2016
24253,23-12-2015
24254,24-02-2016
24255,21-01-2016
24256,22-12-2014
24257,08-03-2017
24258,18-01-2015
24259,27-09-2014
24260,09-10-2014
24261,25-01-2015
24262,12-08-2015
24263,13-09-2015
24264,03-03-2017
24265,29-10-2015
24266,02-10-2015
24267,30-01-2017
24268,15-09-2014
24269,26-04-2015
24270,30-09-2016
24271,12-08-2016
24272,25-07-2014
24273,20-04-2016
24274,29-06-2016
24275,15-08-2014
24276,13-12-2016
24277,14-03-2015
24278,05-08-2015
24279,05-12-2015
24280,20-03-2017
24281,27-12-2015
24282,04-08-2015
24283,17-10-2016
24284,12-12-2014
24285,22-07-2016
24286,05-09-2015
24287,12-03-2017
24288,27-08-2014
24289,15-07-2015
24290,24-12-2014
24291,16-12-2014
24292,02-12-2014
24293,02-02-2016
24294,27-08-2016
24295,12-06-2015
24296,18-01-2016
24297,12-07-2016
24298,07-02-2017
24299,05-04-2015
24300,13-03-2016
24301,10-11-2015
24302,05-06-2014
24303,15-06-2014
24304,07-07-2014
24305,25-12-2014
24306,01-02-2016
24307,17-11-2015
24308,19-01-2017
24309,30-11-2016
24310,25-09-2015
24311,24-09-2015
24312,11-11-2015
24313,07-12-2016
24314,04-02-2016
24315,21-06-2016
24316,19-02-2016
24317,06-07-2015
24318,23-04-2014
24319,10-04-2014
24320,08-11-2015
24321,22-10-2014
24322,25-08-2015
24323,25-07-2016
24324,04-11-2015
24325,06-04-2016
24326,17-04-2014
24327,27-04-2014
24328,01-03-2016
24329,15-06-2014
24330,13-02-2015
24331,30-12-2016
24332,09-09-2016
24333,10-09-2016
24334,13-06-2015
24335,30-12-2015
24336,08-04-2014
24337,24-08-2014
24338,20-08-2016
24339,05-08-2014
24340,09-01-2017
24341,11-04-2014
24342,07-02-2017
24343,05-11-2015
24344,29-04-2014
24345,11-10-2014
24346,15-02-2016
24347,14-11-2014
24348,03-06-2016
24349,27-09-2016
24350,10-05-2016
24351,25-04-2015
24352,06-03-2015
24353,29-01-2016
24354,02-09-2015
24355,11-02-2016
24356,24-06-2015
24357,18-02-2015
24358,15-06-2016
24359,02-11-2016
24360,20-02-2016
24361,28-08-2014
24362,26-02-2017
24363,17-03-2015
24364,07-12-2016
24365,31-07-2014
24366,19-08-2015
24367,21-03-2016
24368,09-08-2014
24369,04-11-2016
24370,27-01-2015
24371,16-10-2014
24372,26-12-2014
24373,26-01-2015
24374,05-11-2014
24375,16-07-2014
24376,27-09-2014
24377,19-04-2016
24378,08-07-2016
24379,06-05-2014
24380,14-06-2015
24381,11-08-2015
24382,17-11-2014
24383,08-12-2015
24384,01-01-2017
24385,02-07-2015
24386,24-03-2015
24387,14-03-2017
24388,30-10-2016
24389,27-03-2017
24390,22-01-2017
24391,05-05-2015
24392,29-08-2014
24393,02-02-2016
24394,03-11-2016
24395,21-10-2014
24396,13-08-2014
24397,22-12-2015
24398,26-05-2016
24399,06-04-2014
24400,30-01-2017
24401,22-05-2014
24402,21-01-2015
24403,06-11-2016
24404,10-11-2015
24405,22-09-2015
24406,11-01-2016
24407,01-09-2014
24408,09-09-2015
24409,02-01-2016
24410,10-03-2017
24411,16-10-2014
24412,08-12-2014
24413,15-10-2014
24414,15-07-2016
24415,14-04-2016
24416,10-04-2015
24417,10-06-2014
24418,09-08-2015
24419,23-05-2016
24420,09-05-2014
24421,15-01-2017
24422,20-03-2017
24423,04-01-2017
24424,22-06-2014
24425,14-06-2014
24426,29-12-2014
24427,24-12-2015
24428,25-11-2015
24429,29-01-2015
24430,13-11-2016
24431,18-09-2016
24432,23-01-2017
24433,14-11-2014
24434,18-06-2014
24435,28-10-2015
24436,14-05-2016
24437,18-01-2015
24438,29-04-2016
24439,23-04-2015
24440,30-12-2016
24441,03-07-2015
24442,31-12-2015
24443,11-05-2016
24444,12-05-2014
24445,21-08-2014
24446,26-01-2017
24447,04-04-2015
24448,31-05-2015
24449,21-07-2016
24450,26-06-2015
24451,18-08-2016
24452,11-09-2016
24453,31-10-2014
24454,03-03-2015
24455,08-12-2014
24456,02-12-2014
24457,07-08-2015
24458,12-05-2016
24459,05-12-2015
24460,16-02-2015
24461,31-07-2015
24462,29-03-2017
24463,03-03-2017
24464,21-02-2016
24465,27-08-2014
24466,01-05-2016
24467,04-10-2016
24468,15-08-2015
24469,22-04-2014
24470,30-01-2017
24471,25-09-2014
24472,07-11-2016
24473,30-11-2014
24474,17-02-2015
24475,08-11-2014
24476,16-05-2016
24477,14-03-2017
24478,21-07-2016
24479,24-05-2014
24480,31-05-2015
24481,25-09-2014
24482,28-04-2014
24483,25-03-2016
24484,10-06-2015
24485,04-10-2014
24486,01-06-2016
24487,22-09-2016
24488,31-01-2017
24489,14-12-2014
24490,21-12-2016
24491,22-03-2015
24492,14-06-2016
24493,02-05-2016
24494,28-09-2015
24495,15-09-2015
24496,30-04-2015
24497,27-02-2017
24498,16-07-2015
24499,24-03-2016
24500,25-12-2014
24501,06-10-2014
24502,05-08-2014
24503,29-08-2015
24504,04-07-2014
24505,08-12-2015
24506,07-09-2014
24507,04-11-2016
24508,07-12-2015
24509,11-07-2015
24510,23-03-2016
24511,10-12-2016
24512,31-03-2016
24513,27-09-2015
24514,01-06-2015
24515,28-05-2014
24516,20-05-2014
24517,04-12-2016
24518,11-07-2016
24519,12-12-2015
24520,08-01-2017
24521,26-07-2015
24522,10-03-2015
24523,30-12-2014
24524,09-04-2015
24525,29-09-2014
24526,04-01-2017
24527,07-01-2017
24528,15-05-2015
24529,03-10-2016
24530,05-05-2014
24531,16-06-2016
24532,11-01-2016
24533,27-01-2015
24534,21-11-2016
24535,26-03-2016
24536,24-08-2014
24537,02-09-2014
24538,08-08-2016
24539,01-10-2014
24540,08-11-2016
24541,03-08-2016
24542,04-06-2016
24543,08-12-2016
24544,26-03-2016
24545,10-10-2015
24546,15-02-2017
24547,15-03-2017
24548,10-02-2016
24549,25-08-2014
24550,09-12-2016
24551,23-11-2016
24552,14-11-2015
24553,14-10-2014
24554,19-07-2016
24555,26-11-2014
24556,30-01-2016
24557,23-05-2016
24558,15-07-2015
24559,22-12-2014
24560,27-08-2014
24561,08-06-2015
24562,10-02-2017
24563,05-04-2014
24564,11-05-2014
24565,09-06-2015
24566,24-06-2016
24567,24-03-2016
24568,12-08-2014
24569,28-06-2014
24570,09-08-2016
24571,22-07-2016
24572,24-02-2015
24573,17-09-2015
24574,13-04-2016
24575,18-12-2014
24576,16-04-2015
24577,04-01-2016
24578,24-05-2015
24579,16-03-2017
24580,03-04-2015
24581,21-06-2014
24582,02-05-2015
24583,28-04-2016
24584,18-08-2014
24585,24-09-2014
24586,06-01-2015
24587,23-01-2017
24588,18-07-2015
24589,02-07-2015
24590,04-05-2014
24591,01-11-2016
24592,13-01-2016
24593,30-07-2016
24594,02-02-2016
24595,14-10-2014
24596,03-07-2014
24597,20-01-2017
24598,23-12-2015
24599,13-02-2017
24600,05-05-2016
24601,10-08-2014
24602,28-06-2015
24603,03-03-2016
24604,04-09-2014
24605,15-10-2015
24606,23-08-2014
24607,07-06-2016
24608,31-01-2016
24609,19-05-2016
24610,06-10-2016
24611,20-08-2015
24612,04-06-2015
24613,16-01-2017
24614,19-12-2015
24615,14-10-2016
24616,19-11-2015
24617,22-10-2014
24618,27-02-2015
24619,28-09-2016
24620,12-08-2015
24621,07-09-2016
24622,28-06-2015
24623,20-03-2015
24624,16-10-2015
24625,15-02-2016
24626,03-06-2015
24627,18-10-2015
24628,19-01-2015
24629,28-04-2015
24630,28-06-2015
24631,12-09-2015
24632,03-07-2016
24633,01-05-2016
24634,30-11-2014
24635,31-03-2016
24636,13-09-2016
24637,02-11-2014
24638,05-08-2015
24639,20-08-2014
24640,19-12-2016
24641,28-05-2016
24642,06-02-2015
24643,21-06-2016
24644,30-03-2017
24645,27-07-2015
24646,24-01-2016
24647,17-11-2014
24648,11-01-2015
24649,18-10-2014
24650,16-08-2015
24651,30-12-2015
24652,11-07-2016
24653,14-03-2016
24654,28-05-2014
24655,17-08-2016
24656,11-10-2014
24657,02-05-2015
24658,21-04-2014
24659,29-10-2014
24660,27-01-2017
24661,28-09-2016
24662,09-02-2017
24663,06-07-2015
24664,10-02-2015
24665,09-10-2015
24666,19-08-2015
24667,13-05-2016
24668,25-04-2014
24669,23-11-2014
24670,14-07-2016
24671,01-06-2014
24672,03-06-2016
24673,11-08-2016
24674,06-09-2015
24675,30-01-2017
24676,16-01-2015
24677,17-09-2014
24678,14-03-2017
24679,14-05-2014
24680,27-04-2014
24681,26-02-2017
24682,01-05-2015
24683,26-02-2016
24684,17-10-2015
24685,25-08-2014
24686,18-02-2015
24687,19-06-2014
24688,14-10-2014
24689,04-05-2016
24690,04-04-2016
24691,19-03-2017
24692,10-12-2016
24693,16-05-2015
24694,24-06-2015
24695,05-02-2016
24696,29-12-2015
24697,26-06-2014
24698,01-08-2015
24699,04-06-2014
24700,21-11-2016
24701,09-12-2014
24702,18-08-2016
24703,10-05-2015
24704,20-03-2015
24705,22-08-2016
24706,31-01-2017
24707,23-04-2014
24708,12-07-2014
24709,19-05-2015
24710,08-05-2016
24711,27-07-2014
24712,17-04-2016
24713,20-05-2016
24714,16-06-2016
24715,12-11-2015
24716,02-07-2015
24717,27-02-2016
24718,17-05-2015
24719,28-05-2015
24720,10-10-2014
24721,08-04-2016
24722,18-11-2016
24723,16-03-2017
24724,24-08-2015
24725,22-04-2015
24726,08-09-2014
24727,07-07-2014
24728,22-02-2015
24729,09-02-2015
24730,29-03-2017
24731,14-05-2015
24732,25-05-2015
24733,27-01-2016
24734,17-10-2014
24735,23-12-2016
24736,14-04-2014
24737,25-12-2015
24738,29-04-2014
24739,02-05-2015
24740,08-05-2015
24741,30-01-2017
24742,30-04-2014
24743,25-05-2016
24744,31-01-2016
24745,26-01-2016
24746,21-08-2016
24747,21-05-2015
24748,11-11-2014
24749,10-08-2014
24750,14-05-2015
24751,12-01-2017
24752,02-08-2014
24753,06-04-2014
24754,06-08-2016
24755,05-01-2016
24756,22-06-2015
24757,06-12-2014
