shipcost,shipmode,shipdate,transactionid,shipmentid
16,express Air,3/11/2016,27840,27840
6,express Air,8/11/2016,27841,27841
13,express Air,12/20/2015,27842,27842
3,Regular Air,12/19/2014,27843,27843
17,express Air,8/1/2016,27844,27844
3,Regular Air,9/10/2016,27845,27845
12,Deleiivery Truck,9/9/2015,27846,27846
1,express Air,9/20/2014,27847,27847
3,Deleiivery Truck,9/19/2014,27848,27848
16,Regular Air,7/10/2016,27849,27849
9,Deleiivery Truck,5/20/2016,27850,27850
9,Deleiivery Truck,4/20/2016,27851,27851
11,Deleiivery Truck,8/29/2015,27852,27852
7,express Air,6/11/2016,27853,27853
6,Regular Air,9/15/2015,27854,27854
7,Deleiivery Truck,5/10/2015,27855,27855
12,express Air,6/8/2015,27856,27856
2,Deleiivery Truck,7/11/2014,27857,27857
4,Deleiivery Truck,9/23/2016,27858,27858
6,Deleiivery Truck,10/12/2016,27859,27859
8,express Air,9/17/2016,27860,27860
10,express Air,2/11/2015,27861,27861
16,Deleiivery Truck,8/23/2015,27862,27862
18,Deleiivery Truck,9/12/2014,27863,27863
12,Regular Air,6/28/2014,27864,27864
16,Regular Air,8/9/2014,27865,27865
15,Regular Air,3/16/2016,27866,27866
1,express Air,8/15/2016,27867,27867
7,Deleiivery Truck,7/7/2014,27868,27868
14,Deleiivery Truck,3/25/2015,27869,27869
10,express Air,1/9/2016,27870,27870
14,Deleiivery Truck,1/16/2016,27871,27871
2,Deleiivery Truck,4/14/2015,27872,27872
6,Regular Air,2/9/2017,27873,27873
10,Regular Air,4/29/2014,27874,27874
6,Regular Air,4/14/2016,27875,27875
17,express Air,2/6/2015,27876,27876
16,express Air,4/16/2016,27877,27877
16,Regular Air,8/27/2014,27878,27878
9,Deleiivery Truck,8/6/2016,27879,27879
17,express Air,9/25/2015,27880,27880
7,Deleiivery Truck,3/12/2015,27881,27881
19,Regular Air,7/13/2014,27882,27882
4,Deleiivery Truck,9/7/2015,27883,27883
2,express Air,10/12/2014,27884,27884
9,Regular Air,11/21/2014,27885,27885
19,express Air,12/17/2016,27886,27886
9,Regular Air,4/29/2015,27887,27887
15,Deleiivery Truck,11/24/2015,27888,27888
6,Deleiivery Truck,4/19/2015,27889,27889
12,Deleiivery Truck,4/23/2014,27890,27890
4,Regular Air,8/18/2016,27891,27891
12,Deleiivery Truck,5/2/2015,27892,27892
19,express Air,8/18/2015,27893,27893
6,Regular Air,5/15/2015,27894,27894
9,express Air,11/13/2014,27895,27895
7,express Air,10/8/2014,27896,27896
14,Deleiivery Truck,1/16/2015,27897,27897
11,Deleiivery Truck,4/26/2015,27898,27898
9,express Air,12/11/2014,27899,27899
17,express Air,8/25/2015,27900,27900
18,Regular Air,1/29/2015,27901,27901
7,Deleiivery Truck,2/4/2017,27902,27902
15,Deleiivery Truck,7/17/2016,27903,27903
16,Deleiivery Truck,5/8/2015,27904,27904
13,express Air,7/22/2016,27905,27905
14,express Air,6/4/2014,27906,27906
13,express Air,8/24/2015,27907,27907
4,Deleiivery Truck,5/15/2014,27908,27908
13,Regular Air,7/31/2015,27909,27909
10,express Air,10/5/2014,27910,27910
9,express Air,10/19/2016,27911,27911
4,Deleiivery Truck,5/14/2014,27912,27912
18,express Air,4/5/2016,27913,27913
11,express Air,7/14/2014,27914,27914
11,Deleiivery Truck,8/23/2014,27915,27915
1,express Air,7/28/2015,27916,27916
16,express Air,6/25/2014,27917,27917
18,Regular Air,12/29/2014,27918,27918
11,express Air,7/15/2016,27919,27919
12,Deleiivery Truck,5/27/2016,27920,27920
4,express Air,11/20/2014,27921,27921
19,Deleiivery Truck,1/15/2017,27922,27922
4,Regular Air,2/1/2016,27923,27923
8,express Air,6/4/2015,27924,27924
11,express Air,2/27/2016,27925,27925
15,Deleiivery Truck,3/9/2015,27926,27926
19,Deleiivery Truck,4/6/2016,27927,27927
16,Deleiivery Truck,7/27/2014,27928,27928
4,Regular Air,1/24/2016,27929,27929
15,express Air,6/21/2016,27930,27930
19,Deleiivery Truck,5/20/2015,27931,27931
5,Regular Air,9/21/2014,27932,27932
5,Regular Air,12/26/2014,27933,27933
2,express Air,5/22/2015,27934,27934
11,Deleiivery Truck,1/15/2016,27935,27935
15,Deleiivery Truck,6/12/2014,27936,27936
12,Deleiivery Truck,7/11/2014,27937,27937
16,Deleiivery Truck,10/24/2016,27938,27938
17,Deleiivery Truck,10/15/2015,27939,27939
2,Regular Air,8/3/2015,27940,27940
6,Deleiivery Truck,10/2/2014,27941,27941
13,express Air,7/1/2015,27942,27942
16,express Air,8/23/2015,27943,27943
14,Deleiivery Truck,4/23/2015,27944,27944
16,express Air,8/2/2015,27945,27945
1,Deleiivery Truck,3/8/2015,27946,27946
15,Regular Air,7/28/2014,27947,27947
3,Deleiivery Truck,3/27/2015,27948,27948
2,express Air,10/7/2015,27949,27949
8,Deleiivery Truck,12/29/2014,27950,27950
12,Deleiivery Truck,3/26/2015,27951,27951
9,Regular Air,11/17/2014,27952,27952
19,express Air,2/3/2017,27953,27953
17,express Air,2/13/2017,27954,27954
4,Regular Air,12/5/2016,27955,27955
5,Deleiivery Truck,11/23/2016,27956,27956
14,Regular Air,8/2/2014,27957,27957
10,express Air,7/22/2016,27958,27958
11,Deleiivery Truck,10/30/2016,27959,27959
16,express Air,5/7/2015,27960,27960
14,Regular Air,10/7/2015,27961,27961
15,Regular Air,7/12/2014,27962,27962
16,Regular Air,3/22/2015,27963,27963
1,Deleiivery Truck,5/31/2015,27964,27964
19,express Air,2/15/2015,27965,27965
13,Regular Air,4/25/2016,27966,27966
7,express Air,6/17/2014,27967,27967
12,Regular Air,4/6/2014,27968,27968
5,express Air,6/13/2014,27969,27969
8,Regular Air,1/21/2017,27970,27970
8,express Air,2/14/2016,27971,27971
8,express Air,7/13/2016,27972,27972
8,express Air,1/29/2017,27973,27973
6,Regular Air,10/14/2016,27974,27974
8,express Air,10/20/2015,27975,27975
10,Deleiivery Truck,9/29/2016,27976,27976
14,Deleiivery Truck,5/5/2014,27977,27977
16,express Air,4/10/2014,27978,27978
18,Deleiivery Truck,7/21/2014,27979,27979
6,Regular Air,11/21/2015,27980,27980
10,express Air,8/25/2016,27981,27981
6,Regular Air,7/25/2015,27982,27982
17,Deleiivery Truck,10/26/2015,27983,27983
17,Deleiivery Truck,3/14/2015,27984,27984
15,Regular Air,7/16/2016,27985,27985
4,Regular Air,3/26/2015,27986,27986
11,Regular Air,7/11/2015,27987,27987
3,Regular Air,8/27/2014,27988,27988
9,express Air,7/17/2016,27989,27989
10,express Air,1/12/2017,27990,27990
1,Regular Air,3/9/2015,27991,27991
17,Regular Air,10/20/2016,27992,27992
5,Deleiivery Truck,8/29/2014,27993,27993
10,express Air,3/28/2017,27994,27994
2,express Air,11/3/2014,27995,27995
11,Deleiivery Truck,3/9/2016,27996,27996
9,Regular Air,1/11/2017,27997,27997
9,Deleiivery Truck,7/10/2014,27998,27998
13,Regular Air,8/5/2015,27999,27999
6,Regular Air,10/22/2016,28000,28000
6,Deleiivery Truck,9/27/2016,28001,28001
11,Regular Air,6/9/2016,28002,28002
1,Deleiivery Truck,10/30/2015,28003,28003
19,Deleiivery Truck,12/22/2016,28004,28004
15,Regular Air,12/4/2014,28005,28005
19,express Air,10/3/2014,28006,28006
8,express Air,3/17/2015,28007,28007
13,Regular Air,5/24/2014,28008,28008
14,Deleiivery Truck,10/5/2015,28009,28009
16,express Air,6/10/2014,28010,28010
3,Regular Air,3/2/2017,28011,28011
11,Regular Air,11/6/2014,28012,28012
14,Deleiivery Truck,6/19/2015,28013,28013
14,Regular Air,7/30/2015,28014,28014
10,express Air,4/14/2014,28015,28015
7,Deleiivery Truck,5/30/2015,28016,28016
11,Regular Air,7/17/2016,28017,28017
9,Regular Air,1/27/2016,28018,28018
11,Regular Air,4/20/2016,28019,28019
19,Regular Air,10/13/2015,28020,28020
12,express Air,12/25/2015,28021,28021
9,express Air,11/7/2014,28022,28022
11,express Air,8/29/2014,28023,28023
7,express Air,5/17/2014,28024,28024
10,Regular Air,2/11/2016,28025,28025
13,Deleiivery Truck,7/24/2016,28026,28026
18,express Air,2/8/2015,28027,28027
4,express Air,5/18/2014,28028,28028
3,Deleiivery Truck,6/9/2016,28029,28029
9,Deleiivery Truck,12/17/2015,28030,28030
3,express Air,10/21/2015,28031,28031
17,express Air,8/17/2015,28032,28032
14,express Air,1/27/2015,28033,28033
15,Deleiivery Truck,8/4/2014,28034,28034
14,Regular Air,9/3/2015,28035,28035
8,Regular Air,12/10/2016,28036,28036
7,express Air,1/5/2016,28037,28037
7,Regular Air,4/5/2015,28038,28038
18,Regular Air,12/26/2014,28039,28039
10,Deleiivery Truck,6/24/2015,28040,28040
16,Regular Air,8/29/2015,28041,28041
14,Regular Air,6/17/2016,28042,28042
3,Deleiivery Truck,12/28/2016,28043,28043
8,Deleiivery Truck,3/8/2016,28044,28044
2,Regular Air,4/25/2016,28045,28045
2,Deleiivery Truck,10/30/2014,28046,28046
7,Regular Air,8/15/2015,28047,28047
10,Regular Air,5/8/2016,28048,28048
9,Regular Air,6/7/2014,28049,28049
9,express Air,11/20/2016,28050,28050
1,Regular Air,4/14/2015,28051,28051
7,Regular Air,6/5/2015,28052,28052
8,Regular Air,1/25/2017,28053,28053
3,Regular Air,7/9/2016,28054,28054
9,Deleiivery Truck,1/1/2015,28055,28055
15,express Air,10/29/2014,28056,28056
15,Deleiivery Truck,6/22/2015,28057,28057
9,Deleiivery Truck,1/31/2016,28058,28058
8,Deleiivery Truck,4/8/2016,28059,28059
1,express Air,10/9/2015,28060,28060
2,Regular Air,12/20/2016,28061,28061
1,Deleiivery Truck,8/13/2016,28062,28062
1,Deleiivery Truck,12/29/2016,28063,28063
10,Deleiivery Truck,7/21/2016,28064,28064
17,express Air,10/15/2014,28065,28065
16,Regular Air,12/7/2015,28066,28066
13,express Air,11/22/2015,28067,28067
6,Regular Air,5/20/2015,28068,28068
1,Deleiivery Truck,2/7/2015,28069,28069
19,Deleiivery Truck,8/7/2015,28070,28070
17,express Air,3/29/2015,28071,28071
2,express Air,9/7/2014,28072,28072
14,Regular Air,5/23/2016,28073,28073
15,express Air,6/13/2014,28074,28074
6,Regular Air,6/5/2014,28075,28075
17,Regular Air,3/4/2017,28076,28076
17,Deleiivery Truck,9/16/2014,28077,28077
15,Regular Air,7/14/2015,28078,28078
4,Regular Air,7/20/2015,28079,28079
9,express Air,6/3/2014,28080,28080
15,express Air,5/13/2014,28081,28081
11,Regular Air,4/11/2016,28082,28082
7,Regular Air,12/18/2016,28083,28083
14,Regular Air,1/29/2016,28084,28084
19,Regular Air,3/21/2017,28085,28085
4,Deleiivery Truck,3/22/2017,28086,28086
12,express Air,3/31/2015,28087,28087
3,Regular Air,4/28/2016,28088,28088
16,express Air,12/2/2015,28089,28089
1,express Air,7/27/2015,28090,28090
7,express Air,1/26/2017,28091,28091
19,express Air,6/27/2016,28092,28092
16,Deleiivery Truck,11/15/2015,28093,28093
4,Deleiivery Truck,9/23/2016,28094,28094
6,express Air,12/13/2014,28095,28095
4,express Air,12/12/2014,28096,28096
2,express Air,8/29/2015,28097,28097
17,express Air,7/29/2015,28098,28098
16,Deleiivery Truck,7/30/2014,28099,28099
2,express Air,3/28/2017,28100,28100
10,Deleiivery Truck,10/31/2014,28101,28101
1,express Air,11/24/2016,28102,28102
4,Deleiivery Truck,8/8/2015,28103,28103
16,express Air,9/16/2016,28104,28104
18,Deleiivery Truck,4/30/2014,28105,28105
15,Regular Air,7/20/2016,28106,28106
7,express Air,2/19/2016,28107,28107
13,Deleiivery Truck,2/6/2017,28108,28108
14,Regular Air,11/29/2016,28109,28109
7,express Air,5/4/2014,28110,28110
5,Deleiivery Truck,1/6/2017,28111,28111
17,Deleiivery Truck,8/29/2016,28112,28112
15,Deleiivery Truck,10/20/2014,28113,28113
9,Deleiivery Truck,12/22/2015,28114,28114
12,Regular Air,5/19/2015,28115,28115
12,express Air,8/17/2015,28116,28116
15,Deleiivery Truck,12/1/2015,28117,28117
1,express Air,10/7/2014,28118,28118
18,express Air,2/27/2015,28119,28119
18,Regular Air,6/26/2016,28120,28120
12,Deleiivery Truck,6/2/2014,28121,28121
18,express Air,1/17/2015,28122,28122
15,Regular Air,3/26/2017,28123,28123
19,express Air,7/17/2014,28124,28124
6,express Air,7/29/2015,28125,28125
6,Deleiivery Truck,6/25/2014,28126,28126
1,express Air,12/1/2015,28127,28127
2,express Air,8/25/2015,28128,28128
1,Regular Air,12/6/2015,28129,28129
3,Regular Air,1/7/2016,28130,28130
12,Regular Air,10/17/2016,28131,28131
1,express Air,9/17/2016,28132,28132
1,express Air,8/1/2016,28133,28133
14,Regular Air,12/3/2014,28134,28134
13,express Air,9/8/2015,28135,28135
14,Deleiivery Truck,9/20/2016,28136,28136
8,Deleiivery Truck,11/11/2015,28137,28137
12,express Air,10/15/2014,28138,28138
4,express Air,3/31/2015,28139,28139
3,Deleiivery Truck,8/12/2016,28140,28140
3,Regular Air,9/18/2016,28141,28141
16,express Air,1/30/2016,28142,28142
17,Regular Air,7/1/2016,28143,28143
4,Regular Air,9/10/2015,28144,28144
1,express Air,12/28/2014,28145,28145
3,express Air,7/12/2016,28146,28146
16,express Air,1/4/2016,28147,28147
15,express Air,1/30/2016,28148,28148
6,Regular Air,8/3/2016,28149,28149
2,Regular Air,4/21/2015,28150,28150
9,express Air,3/3/2017,28151,28151
5,Deleiivery Truck,8/11/2016,28152,28152
3,Regular Air,6/20/2014,28153,28153
1,Regular Air,10/12/2014,28154,28154
8,express Air,11/5/2015,28155,28155
15,Deleiivery Truck,2/28/2017,28156,28156
1,Deleiivery Truck,5/11/2015,28157,28157
10,Regular Air,10/28/2014,28158,28158
5,Deleiivery Truck,6/11/2016,28159,28159
9,express Air,5/14/2015,28160,28160
11,Regular Air,12/6/2015,28161,28161
11,Regular Air,1/22/2017,28162,28162
15,Deleiivery Truck,1/15/2016,28163,28163
18,express Air,7/6/2014,28164,28164
4,express Air,2/17/2015,28165,28165
11,express Air,6/16/2014,28166,28166
13,express Air,8/4/2014,28167,28167
3,Deleiivery Truck,9/12/2016,28168,28168
4,Deleiivery Truck,3/27/2016,28169,28169
5,Regular Air,9/9/2015,28170,28170
15,Regular Air,8/16/2016,28171,28171
3,Regular Air,11/17/2016,28172,28172
7,express Air,8/9/2015,28173,28173
5,express Air,2/21/2016,28174,28174
16,Deleiivery Truck,4/25/2015,28175,28175
11,Deleiivery Truck,10/11/2015,28176,28176
11,express Air,3/15/2017,28177,28177
19,Deleiivery Truck,10/26/2015,28178,28178
14,express Air,10/9/2014,28179,28179
13,Regular Air,4/16/2015,28180,28180
2,Deleiivery Truck,6/1/2014,28181,28181
12,Deleiivery Truck,7/10/2016,28182,28182
18,Regular Air,2/22/2016,28183,28183
4,express Air,2/9/2017,28184,28184
1,Deleiivery Truck,7/13/2015,28185,28185
18,express Air,6/10/2014,28186,28186
7,Deleiivery Truck,9/25/2014,28187,28187
11,Deleiivery Truck,12/16/2016,28188,28188
9,Regular Air,7/13/2014,28189,28189
15,Deleiivery Truck,1/14/2016,28190,28190
6,Deleiivery Truck,12/25/2015,28191,28191
8,Deleiivery Truck,4/26/2015,28192,28192
13,Deleiivery Truck,5/11/2015,28193,28193
7,Regular Air,2/12/2016,28194,28194
16,express Air,8/13/2016,28195,28195
18,express Air,5/5/2014,28196,28196
8,Deleiivery Truck,1/27/2017,28197,28197
15,Deleiivery Truck,2/6/2017,28198,28198
9,Deleiivery Truck,4/9/2015,28199,28199
10,Deleiivery Truck,1/27/2015,28200,28200
15,express Air,4/27/2016,28201,28201
13,Deleiivery Truck,7/11/2014,28202,28202
2,express Air,1/28/2015,28203,28203
8,express Air,6/18/2016,28204,28204
17,Regular Air,10/14/2015,28205,28205
7,Regular Air,7/7/2016,28206,28206
14,Deleiivery Truck,9/25/2016,28207,28207
12,express Air,1/9/2015,28208,28208
12,Regular Air,5/6/2016,28209,28209
10,Deleiivery Truck,8/9/2014,28210,28210
1,Deleiivery Truck,1/11/2016,28211,28211
1,Deleiivery Truck,6/16/2015,28212,28212
4,Regular Air,4/24/2014,28213,28213
7,Deleiivery Truck,2/3/2017,28214,28214
14,Deleiivery Truck,6/28/2015,28215,28215
12,Regular Air,12/30/2014,28216,28216
17,Regular Air,4/7/2014,28217,28217
12,express Air,7/17/2016,28218,28218
4,express Air,7/24/2014,28219,28219
13,Deleiivery Truck,3/22/2017,28220,28220
19,Regular Air,10/2/2016,28221,28221
9,express Air,11/15/2016,28222,28222
5,express Air,4/6/2015,28223,28223
16,Deleiivery Truck,5/11/2016,28224,28224
5,Deleiivery Truck,2/2/2015,28225,28225
14,Regular Air,10/17/2015,28226,28226
2,Regular Air,3/8/2017,28227,28227
8,Deleiivery Truck,1/27/2016,28228,28228
10,express Air,8/11/2014,28229,28229
9,express Air,4/18/2016,28230,28230
12,Deleiivery Truck,12/4/2014,28231,28231
12,Deleiivery Truck,8/15/2016,28232,28232
4,express Air,4/5/2016,28233,28233
19,Deleiivery Truck,8/21/2014,28234,28234
2,Regular Air,2/20/2015,28235,28235
5,express Air,5/17/2016,28236,28236
10,Deleiivery Truck,9/19/2014,28237,28237
8,Deleiivery Truck,4/6/2014,28238,28238
19,Deleiivery Truck,11/16/2016,28239,28239
11,Deleiivery Truck,1/20/2016,28240,28240
1,Deleiivery Truck,5/28/2016,28241,28241
9,Regular Air,10/18/2015,28242,28242
16,Regular Air,7/1/2015,28243,28243
9,Regular Air,3/21/2016,28244,28244
5,express Air,7/15/2016,28245,28245
9,Deleiivery Truck,8/25/2015,28246,28246
7,express Air,4/7/2016,28247,28247
9,Regular Air,1/9/2015,28248,28248
4,Regular Air,2/13/2015,28249,28249
18,Regular Air,5/30/2015,28250,28250
19,Deleiivery Truck,9/6/2014,28251,28251
10,Deleiivery Truck,8/22/2016,28252,28252
13,Regular Air,1/29/2017,28253,28253
3,Deleiivery Truck,5/19/2014,28254,28254
13,express Air,5/6/2016,28255,28255
1,Regular Air,12/31/2015,28256,28256
18,Deleiivery Truck,5/31/2014,28257,28257
2,Regular Air,4/11/2016,28258,28258
19,Deleiivery Truck,11/23/2016,28259,28259
1,Regular Air,5/21/2016,28260,28260
12,express Air,6/9/2016,28261,28261
6,express Air,7/26/2015,28262,28262
12,express Air,7/28/2015,28263,28263
5,Deleiivery Truck,11/13/2014,28264,28264
5,Deleiivery Truck,12/15/2016,28265,28265
3,express Air,11/3/2014,28266,28266
17,express Air,4/11/2014,28267,28267
16,Regular Air,1/27/2016,28268,28268
17,Deleiivery Truck,4/6/2014,28269,28269
3,Regular Air,12/29/2014,28270,28270
8,Deleiivery Truck,10/23/2016,28271,28271
9,Deleiivery Truck,7/28/2016,28272,28272
19,Regular Air,10/25/2016,28273,28273
4,Regular Air,1/8/2015,28274,28274
8,Deleiivery Truck,7/1/2015,28275,28275
16,Regular Air,2/29/2016,28276,28276
6,Deleiivery Truck,6/24/2015,28277,28277
3,Deleiivery Truck,7/26/2016,28278,28278
13,express Air,3/27/2017,28279,28279
1,Regular Air,8/20/2015,28280,28280
17,Regular Air,8/13/2014,28281,28281
8,Deleiivery Truck,4/18/2015,28282,28282
18,Deleiivery Truck,3/17/2015,28283,28283
19,Deleiivery Truck,2/13/2017,28284,28284
6,Deleiivery Truck,11/25/2015,28285,28285
11,Regular Air,7/20/2015,28286,28286
8,Deleiivery Truck,11/2/2016,28287,28287
4,express Air,6/2/2014,28288,28288
10,Deleiivery Truck,1/5/2016,28289,28289
13,Regular Air,7/7/2016,28290,28290
18,Regular Air,1/15/2017,28291,28291
9,express Air,4/7/2016,28292,28292
19,express Air,5/25/2014,28293,28293
16,Regular Air,1/15/2017,28294,28294
3,Regular Air,11/21/2014,28295,28295
4,Regular Air,10/12/2015,28296,28296
5,Deleiivery Truck,1/29/2017,28297,28297
6,Deleiivery Truck,9/6/2015,28298,28298
12,Deleiivery Truck,12/31/2015,28299,28299
9,Deleiivery Truck,6/15/2016,28300,28300
16,express Air,7/14/2014,28301,28301
17,Deleiivery Truck,1/3/2017,28302,28302
5,express Air,5/24/2015,28303,28303
11,Deleiivery Truck,7/7/2016,28304,28304
6,Deleiivery Truck,5/2/2014,28305,28305
1,Regular Air,11/18/2014,28306,28306
1,express Air,11/4/2015,28307,28307
18,express Air,11/11/2014,28308,28308
15,Deleiivery Truck,10/24/2014,28309,28309
6,Regular Air,5/17/2015,28310,28310
15,Regular Air,5/16/2014,28311,28311
4,Deleiivery Truck,11/11/2016,28312,28312
10,Deleiivery Truck,12/20/2016,28313,28313
2,Regular Air,10/14/2014,28314,28314
14,express Air,5/7/2016,28315,28315
18,Deleiivery Truck,6/2/2016,28316,28316
11,Deleiivery Truck,1/23/2015,28317,28317
2,Regular Air,11/19/2014,28318,28318
7,Regular Air,11/8/2015,28319,28319
9,express Air,7/9/2016,28320,28320
2,Deleiivery Truck,7/11/2014,28321,28321
6,Regular Air,6/29/2016,28322,28322
6,express Air,5/5/2014,28323,28323
5,Regular Air,9/15/2016,28324,28324
19,Deleiivery Truck,6/6/2014,28325,28325
16,Regular Air,6/14/2014,28326,28326
2,Deleiivery Truck,12/19/2016,28327,28327
13,express Air,1/10/2017,28328,28328
11,express Air,5/20/2016,28329,28329
19,Regular Air,4/21/2014,28330,28330
4,Deleiivery Truck,6/3/2015,28331,28331
3,Deleiivery Truck,2/26/2017,28332,28332
16,express Air,5/20/2014,28333,28333
7,express Air,8/29/2016,28334,28334
10,Regular Air,8/1/2016,28335,28335
14,Deleiivery Truck,7/1/2016,28336,28336
19,Regular Air,7/14/2015,28337,28337
10,Deleiivery Truck,1/16/2016,28338,28338
1,Regular Air,2/17/2015,28339,28339
3,Deleiivery Truck,3/15/2015,28340,28340
4,Regular Air,6/20/2014,28341,28341
